,channel,text,datetime,label
145,bad kpi,"тем самым продолжая поддерживать постсовковую систему, где все состоит из договорняков и неадекватов, которых порождает система. пока есть такие люди как те, кто старается донести информацию о невежестве старых клоунов и те кто соответственно им противостоит. вспомним ту же соколову фивт) благодаря разглашению и плохому кпи собралось много народу и 4 курс избавился от этой маразматички. плохой кпи это та свобода слова, которую надо ценить выше всего. давите системных червей.",2019-03-25 07:51:11+02:00,-1
146,good kpi,"дзыра богдан иванович
фмф
аналитическая геометрия 
хочу рассказать о преподавателе, которого любит весь физмат.
в начале, практически, никто его не понимает,  но потом привыкаешь и этот предмет становиться для тебя простым, потому что он, действительно, очень хорошо объясняет.
очень добрый человек, если что-то не понимаешь,  он будет объяснять пока ты не поймёшь.
огромный стаж даёт о себе знать. он идеально знает  свой предмет, и умеет рассказать его студентам.
сейчас я на 2 курсе и  аналитическая геометрия у нас закончилась, но я часто встречаю этого замечательного человека под семеркой и мы очень хорошо общаемся. он интересуется как у нас дела, нужна ли какая-то помощь. 

можно еще долго рассказывать об этом прекрасном человеке,  но и дня не хватит, чтобы перечислить все его плюсы",2019-10-06 10:18:27+03:00,1
147,bad kpi,"уже говорили на счет отношения студентов к преподам и наоборот. кпи не даёт работы и он почти не приносит пользы, поэтому большинство работает и не ходит на пары. 
если набрали много абитуры загнали в амбары с текучими крышами и отбитыми старпёрами - надо отчислять тупых и выгонять неадекватных преподов и это нормально. но для начала нужно сделать соответствующие условия, чтобы студент получал качественные знания и не переживал, что после  диплома пойдет работать не по специальности. (да, до этого нам ещё идти и идти, при чем на государственном уровне. лет 20-30 может. поэтому жалуйтесь, но не впадайте в крайности.)",2019-03-25 08:20:16+02:00,-1
148,good kpi,"хотелось бы анонимно.

#фивт #системноепрограммирование

лисовиченко олег иванович
хотелось бы сегодня рассказать об одном из лучших, имхо, преподавателей и замдеканов фивта☺️🤖

ведёт сложный предмет, ассемблер. очень хорошо объясняет, с юмором, разбирает все, даже самые мелкие, нюансы. на лабораторных требует знания, а не просто рабочий код.

как замдекан - всегда стоит на стороне студентов, хотя иногда может и «вправить мозги», если ты сильно натворил делов, но все равно по-доброму.

в общем, считаю, что этот человек заслуживает упоминания в сегодняшний день",2019-10-06 12:38:10+03:00,1
149,bad kpi,на фивте запускают турникеты)),2019-03-25 08:20:29+02:00,0
150,good kpi,"3 курс іат вл-71 хижняк евгений
очень хотелось бы поблагодарить нескольких преподователей за их профессиональный подход, знание своего материала и жизненную энергию, так подталкивающую нас развиваться!
а именно, ильчишину дину ивановну за то, что из-за всех сил старалась объяснить сложные теоремы на простых вещах, коновалову наталью романовну за то, что показала красоту математики и научила держать удар на экзаменах, силакову тамару тимофеевну, которая боролась за то, чтобы мы развивали свое воображение для представления физических процессов и железную леди іат - сарибогу анну владимировну, за ее труд в развитии и поддержки студенческих инициатив и готовность 24/7 идти на контакт со студентами!",2019-10-06 22:26:22+03:00,1
151,bad kpi,"в 18шке включают турникеты. 
дядька сказал, после пары будут работать.",2019-03-25 08:22:32+02:00,1
152,good kpi,"хочу сказать, что в 15 с этого начала учебного года поменялась коменда.
это небо и земля.
берет взятки?
ответ : не так как оксана владимировна. я предлагала деньги, она не взяла и сказала принести или купить вещи (например краску, кран для душа или умывальника, материалы для кроватей, лампочки, люстры - в общем все что как-то связано с общагой тип для обагащения. я принесла и через некоторое время эта раковина стоит уже у нас в ванной так как прошлая была побитой).
2. она не бегает по комнатам и балкона и не смотрит кто курит и какой у кого дуйчик ( в отличии от рыжей - эта берет ключ и приходит в комнату пока никого нету, забирает весь, непонятно чей мусор с блока или балкона и подставляет под двери).
3. у нас нету больше постоянных проблем с горячей водой, и если её нету, мы точно знаем когда приблизительно появиться (вешают листик возле лифта с датами).
4. нету больше проблем с постоянным отключением света, електрик все заменил (надеюсь на долго).
5. появились списки комнат с аварийными окнами (побитые, раздолбаные и тд). стараюсться заменить по мере возможности. нету такого что ""покупайте сами, у нас кроме ваших окон и столов проблем хватает"".
вобщем наводит порядки.
пока всем довольны, надеюсь не предвременно)))",2019-10-08 13:25:15+03:00,1
153,bad kpi,"очень странно читать сообщения от студентов (а студентов ли?) о низкой явке, бесценном опыте договариваться с неадекватами и т. д.. начнем с того, что университет, фактически - это тот же магазин, в который мы приходим за знаниями, при чем платим огромную цену и деньгами, и своим временем. посещать или нет пары - личное решение каждого студента. есть возможность учить самостоятельно; есть пары, на которых скорее ты можешь чему-то научить препода, а не он тебя; есть ненужные предметы типа фп. оценка ставиться за уровень знаний по предмету (хотя с оболонской системой не так однозначно, но все равно пропуски не могут являться единственным фактором оценивания).
по поводу неадекватных преподов ещё веселее. если ты один из пяти студентов, которых он не выгнал - это не значит, что вы чему-то научились, это значит повезло. и при другом неадеквате точно также половина получивших сакральное умение подстраиваться вылетит. потому, что неадекват неадеквату рознь, а делать на основе этого какие-либо выводы - ошибка выжившего. в жизни это умение понадобится абсолютно никак, если нет наклонностей к мазохизму за зарплату 10к. а вы, напомню, всего лишь пришли в магазин за знаниями. терпеть неадекватного кассира? пфф...",2019-03-25 08:28:34+02:00,0
154,good kpi,гаряча вода 8 гуртожиток,2019-10-08 14:23:20+03:00,1
155,bad kpi,присылайте фото и видео работаюих турникетов в предложку: @fictpredlojka_bot,2019-03-25 09:38:08+02:00,0
156,good kpi,12 общага горячая вода on,2019-10-08 14:37:41+03:00,1
157,bad kpi,"на боковом входе первого корпуса уже работают турникеты, только вот между ними пройти не составит никакого труда",2019-03-25 09:44:16+02:00,-1
158,good kpi,сделайте в кпи хоть так))0),2019-10-13 17:30:22+03:00,0
159,bad kpi,"на боковом входе в 7 корпус уже работают турникеты. пока что все тестируют пропуска на студаках, так что проходить можно (работает не у всех)",2019-03-25 09:50:43+02:00,-1
160,good kpi,"в 28 корпусе нашего любимого кпи спустя длительный период времени наконец-то открыли буфе и он шикарен! приятные женщины за прилавком , цветы на столах и конечно невероятный аромат вкусной еды и кофе 😍",2019-10-15 09:54:45+03:00,1
161,bad kpi,1 корпус,2019-03-25 10:04:02+02:00,0
162,good kpi,"#фмм #солнцев

заведующий кафедры маркетинга солнцев сергей алексеевич - самый лучший препод! его хочется слушать и слушать, на какую бы тему он ни говорил. 
настоящий спец в маркетинговых исследованиях, обладает как теоретическими, так и практическими знаниями, преподаёт материал очень интересно и просто. куча примеров из жизни, масса кейсов, как современных, так и давних, которые реально хочется запомнить.
даже самые сложные формулы и термины в его изложении - просто песня! юмор и анекдоты в тему - на высшем уровне, а сам он отвечает своей фамилии, ведь как человек - просто солнышко! ☀️ 

(просто очень люблю его пары, и в универ хожу только ради них)",2019-10-16 19:53:14+03:00,1
163,bad kpi,"1 корпус, боковой вход. пока пропускают без студака, но на него реагируют",2019-03-25 10:05:12+02:00,0
164,good kpi,"#фбми
преподаватель моклярчук о.м. составил нам вот такую модульную контрольную работу. чтобы на паре не скучали",2019-10-18 12:46:58+03:00,0
165,bad kpi,"конечно не реагирует, админка предлагает всем идти магнитить свои студаки в каком-то кабинете, столько гемора из-за этих ""инноваций""",2019-03-25 10:16:12+02:00,-1
166,good kpi,"в 1 общагу пришла новая заведущая и коменда, за три месяца почти сделали ремонт в туалетах, сегодня зашёл на кухню и ахуел, новые плиты",2019-10-23 18:39:29+03:00,1
167,bad kpi,"первый тезис хороший, но вот второй? мне уже нравится сравнение, выгоняет == неадекватный, хотя про это речи вообще не шло, но об этом ниже. неадекватный человек это человек выходящий из рамок моего или не только моего поведения, которое, я(или кто-то) считаю неприемлимым или необычными. для кого-то, даже излишняя требовательность - это неадекватность. но в целом под неадекватностью мы подразумеваем одни и те же вещи, такие как неуважение к собеседнику, например. второе сравнение подстраиваться == лизать зад, нет, это не про то, это скорее стрессоустойчивость и умение вести диалог с таким людьми, которые, например, при ""неуважении к собеседнику"" стараються свести все в монолог. теперь мы приходим к главному тезису, никогда ""не пригодиться в жизни."" я вот не понимаю, вы на другой планете живете? любая профессия, преподаватель, начальник цеха на заводе, кассир, депутат, айтишник - это срез общества и избежать встречи в том или ином виде с такими людьми практически невозможно. ты можешь себя анально огородить и сидеть в своем адекватном кругу общения и вполне успешно, да, и если у тебя, например, работа не требует общения с людьми, но не это ли ошибка выжившего? то что тебе повезло с ближайшим коллективом и коллегами и что по ту сторону твоей стены эти ""неадекватные"" люди никуда не пропали.  и финальное сравнение неадекватный == низкоквалифицированный (читай те же 10к), очень ошибочно, я видел немало хороших руководителей и спецов, которые как специалисты и работники отлично себя показывают (и получают), а как люди, со своими причудами или вовсе неадекватные. ты ответишь мне, ведь можно поменять место работы, можно, кто-то может менять работу как перчатки, а кто-то не может, все люди разные. никто тебя не обязывает извлекать опыт, никто не называл извлечением опыта - уклонение от вылета, опыт это некая модель поведения которая применима на определенную (порой очень узкую) ситуацию, которая может никогда не произойти. ладно, главный мой посыл, люди разные, и если одному нравиться превозмогать жопу, то другой будет просто стараться избежать. и поэтому возвращаемся к твоему первому тезису и моему окончанию поста про жизненный опыт, самый важный ресурс время, и как его тратить ""получая опыт в общении с сложными людьми"", ходить на все пары или работать начиная с первого курса зависит от нас.",2019-03-25 10:20:19+02:00,-1
168,good kpi,"20 общага. треснул кран. сантехника даже не вызывали. уже искали покупать. сегодня после пар пришли, и увидели, что нам просто взяли и поставили новый. возможно конечно так и должно быть, но по сравнению с общей картиной это очень неожиданно приятно.",2019-10-23 18:46:21+03:00,0
169,bad kpi,"щодо турнікетів 
якщо у вас студак в пластиковому чохлі чи гаманці - турнікет не реагуватиме. 
щоразу треба виймати (",2019-03-25 10:38:52+02:00,-1
170,good kpi,"18 общага, поставили автомат для набора воды 💙",2019-10-23 19:22:54+03:00,1
171,bad kpi,"плохой кпи. разговор идёт не о поддержки коррупции, а об умении выкрутится в любой обстановке и при любых обстоятельствах, а не оправдывать своё жалкое бездействие или поражение собственной «честностью». по поводу сравнения с магазином- некорректное сравнение - тут уместнее говорить так- ты приходишь в магазин за товаром, а тебе дают ещё один в подарок, причём более полезный, если хватает смелости принять его. впрочем мое мнение не претендует на абсолютную истину.

ps:автор самого первого поста про умение решать реальные проблемы",2019-03-25 10:39:18+02:00,0
172,good kpi,"#фивт, 3 курс
один из самых прекрасных преподавателей, которые нам попадались за время обучения - это ульяницька к.о. всегда иниересно проводит лекции, дает полезные лабораторные, отвечает на вопросы и идет на встречу студентам. благодаря ей ты учишь предмет базы данных, а не думаешь, как бы побыстрее сдать и забыть❤️",2019-10-23 20:35:42+03:00,1
173,bad kpi,"дело как раз в том, что нужный товар тебе не дают. умение выкручиваться безусловно полезное, но без знаний ""тебе никто денег не даст""(с). проще говоря, если на работе постоянно приходиться прыгать выше головы, то это либо пробелы в знаниях, либо начальник, который тебя не ценит. и ""выкручиваться"" тебе придется не 4 года. 
студентов, которые выгораживают неадекватных (в любом из смыслов) преподавателей хочется спросить - а ты бы своих детей отдал бы ему на воспитание? а чё, пусть учатся крутиться. 

да, умение полезное, и я его тоже постиг благодаря кпи. но в реальной жизни я лучше сменю работу, чем буду терпеть неадекватов(которых среди ничего не добившихся людей за 60 на гос службе значительно больше, чем, например, в it). напишу жалобу, чем буду ждать, пока врач чай попьет. !время - самый ценный ресурс!",2019-03-25 11:07:53+02:00,-1
174,good kpi,"#фивт, 3 курс,

подписываюсь под каждым словом про ульяницкую. одна из очень немногих преподавателей, которая на 100% лояльная, отзывчивая и, главное, к которой не страшно обратиться за помощью.",2019-10-23 20:51:36+03:00,1
175,bad kpi,"раз уж дело дошло до магазинов, то не забывайте - в строительном мандарины не купишь, а если не устраивает качество - идите в другой. благо этих магазинов развелось на каждом шагу",2019-03-25 12:35:22+02:00,-1
176,good kpi,"3 курс, #фивт також приєднуюся до відгуків зверху. ульяницька ксенія олександрівна одни з викладачів, що робить начання в кпі дійсно цікавим і корисним. коли хочеться дізнаватися більше і отримуєш кайф від виконання лабораторних. :)",2019-10-23 21:14:25+03:00,1
177,bad kpi,"куда ж без экспертов в строительных магазинах. ещё нужен человек-спервадобейся, думаю позже подтянется. 
с удовольствием пошли бы в другой магазин, да только над этим все вывески (скоро вступительная, сами убедитесь) просто орут, что тут лучшее образование, а потом ты пишешь контрольную по паскалю на листочках. ах да, и кто вернёт деньги и год жизни? совет умный, но увы он только для уровня строительных магазинов и подходит.",2019-03-25 12:43:14+02:00,-1
178,good kpi,"2 курс, #фбми
попов а.о.
свои лекции он начал с фразы ""я отмечать не буду, всё равно лекции есть на записи, не хотите - не ходите, это ни на что не влияет""
очень легко идёт на контакт, сам создал группу в телеге для связи со студентами, где делится важной информацией и отвечает на тонны вопросов на разные темы.
сам по себе весёлый человек, в его заданиях можно найти ""эпидемию зомби"" и подобные приятные моменты.
материал преподаёт четко, но интересно, без сухого читания с листочка. 
препод 10/10",2019-10-23 21:33:43+03:00,1
179,bad kpi,"в 14 общаге студент заболел корью. соседям по комнате нужно привиться, они контактировали. 
в поликлинике кпи посоветовали идти прививаться в частную клинику. 
вакцины в поликлинике действительно нет? или эпидемий не боимся?",2019-03-25 14:17:17+02:00,0
180,good kpi,"#фмм 2 курс. черненко оксана володимирівна один з найкращих викладачів. дуже просто пояснює складний предмет (теорія ймовірності і математична статистика), також розповідає доволі цікаво, практики проходять непомітно. завжди допомагає, якщо щось не зрозуміло, намагається донести максимальну кількість матеріалу до студентів!",2019-10-24 05:58:07+03:00,1
181,bad kpi,"ходив десь місяць назад в поліклініку - вакцини були. загалом в україні їх достатньо (http://bit.ly/2jghq4p, http://bit.ly/2yktumi). треба звертатися до регіонального департаменту (контакти тут: http://moz.gov.ua/regionalni-upravlinnja) і питайте чому немає вакцин в поліклініці. може бути так, що департамент розподілив достатньо для поліклініки, а наші лікарі вже просто кажуть, що немає, хоча вони є.",2019-03-25 14:26:41+02:00,0
182,good kpi,"#фбми 2 курс
в дополнении к попову. очень крутой препод, который к студентам относится с уважением «дорогі студенти, пропоную продовжити пару», «сусідня аудиторія пуста і там  тихо, можете перейти туди і спокійно дописати курсову, щоб я не заважав новою темою». и мемчики кинет в чат, и отвечает на сообщение каждого студента. преподаватель, которым стоит восхищаться. а ещё и носит крутые футболки с айти штучками весёлыми 😅😅 сегодня он нам написал, что преподаёт нам только один семестр, мы взрустнули в общем.",2019-10-24 06:04:06+03:00,1
183,bad kpi,"думаю ни для кого не секрет что в кпи жопа как по образованию так и по условиям проживания. об этом все везде говорят, но никто не хочет слушать. говорю сразу - на первом курсе дичь не кончится - дальше хуже. а насчёт вывесок - на заборе тоже много чего написано. но кпи крут не сам по себе, а теми кпишниками которые взяли яйца в кулак и смогли в самообразование. кпи тут помог ровно никак. кпишники это не люди с дипломом кпи, а умные ребята которые что-то могут и которых когда-то  угораздило сюда поступить",2019-03-25 15:05:46+02:00,-1
184,good kpi,"#иат
сарибога анна володимирівна 

хочу подякувати цій прекрасній людині за всю її роботу та за титанічні зусилля, які вона вложує в роботу інститут та за цікаві пари/кури, які вона веде, за рух на факультеті, вона одна із тих небагатьох людей, хто дійсно робить «двіж». окремо хочу подякувати за space apps dnipro, саме вона була ініціатором і перемога, яку ми здобули напряму залежить від неї, дуже сумніваюсь, що без неї у нас вийшло б. ще раз дякую ав.",2019-10-26 06:57:12+03:00,1
185,bad kpi,"говори за свою кафедру/факультет. мне лично универ помог получить базовые скиллы без которых было бы сложно определится как и куда дальше профессионально развиваться. то что ты поступил на кафедру с низким качеством преподавания и получаемых знаний - следствие либо низких баллов твоего зно, либо того что ты не затруднил себя поисками и выбором места, либо тебе просто не повезло. но ни один тз этих пунктов не дает тебе права говорить за всех.",2019-03-25 15:32:04+02:00,0
186,good kpi,"про викладача козак в. і.
#тэф. кафедра диференціальних рівнянь. 
я дякую їй абсолютно за все. вона пройшла з нами вогонь, воду і мідні труби. але ця людина заслуговує на набагато більше ніж просто подяка. один з найкращих, на мою думку, викладачів вищої математики. сталеві нерви та витримка, гарний і доступний кожному виклад матеріалу, завжди відповідає на повідомлення студентів і просто дуже добра людина. легка в спілкуванні та викладанні, майстер свого діла. з цією людиною приємно поспілкуватися навіть просто так. з розумінням відноситься багато до чого або до кого. тому як викладачу і людині ставлю просто 12/10. я рахую що саме таких викладачів не вистачає нашому кпі.",2019-10-26 07:13:43+03:00,1
187,bad kpi,""" базовые скиллы без которых было бы сложно определится"" - это ниразу не аргумент, и это не повод называть то что происходит высшим образованием за немалые деньги.

существуют системные проблемы, и это факт.",2019-03-25 15:57:32+02:00,-1
188,good kpi,"#ихф
19-й корпус, на 5-м этаже голая девушка фоткается с парнем",2019-10-28 13:59:20+02:00,0
189,bad kpi,"""базовые скилы"" можно и на курсах каких-то получить, а универ должен делать из тебя профессионала. если за 4 года он может дать только базу то это считается хорошо? я не говорю, что не должно быть самообразования, но и полностью самому себя учить тоже ненормально. когда препод может на паре уйти по делам или сказать перед началом что пары не будет это не норм. 
и это субьективное мнение за необдуманный выбор и плохое зно просто бред. лично я очень долго решала куда поступать и сравнивала разные варианты, но поскольку кпи ""лучший в стране"", то остановила свой выбор на нём. а зно у меня не много не мало - ниже 175 не было. 
но если кого-то устраивает получать базовые скилы и 4 года определять своё направление, то ок.
если б я знала, что так будет, то обходила бы этот кпи десятой дорогой",2019-03-25 16:19:25+02:00,-1
190,good kpi,на 13 общаге походу перекрывают крышу,2019-11-03 10:03:18+02:00,1
191,bad kpi,"насчёт «плохого балла вно» и «базовых скиллов». окей, если кто-то получил здесь пинок и мотивацию, если кому-то таки повезло не видеть трэша, который происходит, — флаг в руки. 

а есть всякая поебота вроде ненужных, откровенно скучных лекций, куда приходят, чтобы не поставили «н» и не отняли баллы. а ещё — да-да! — есть неадекватные преподы, есть полнейшее несоответствие степени профессора, например, и много антинаучной херни. поэтому (!) чуваки берут себя в руки, максимально гибко совмещают подобие учёбы в университете с действительно учёбой — обучением тому, что нравится и что пригодится. 

баллы вно вообще не решают: со своим средним ~193 хожу в гадюшник и живу от сессии до сессии. а так должно быть в лучшем универе страны?)",2019-03-25 16:33:54+02:00,-1
192,good kpi,"#хорошийкпи #псф прикольно ходить на такие пары, когда преподаватель приносит комп с мониторами и начинает показывать на своем примере как делать гкп на движущемся основании",2019-11-05 07:21:26+02:00,1
193,bad kpi,"что самое интересное - после того как чуваки взяли себя в руки и все выучили сами они мало того что не остаются правильно и современно преподавать актуальную информацию в кпи за 8600 грн в месяц чистыми на руки, везде рассказывают что кпи им ровным счетом ничего не дал, сидя на работе и получая 40к грн после окончания кпи, так еще и младшенького брата почему-то отправляют учиться... не поверите, не в кембридж, не в гарвард и даже не в mit, а в.... тадааааааам - кпи, который ровным счетом ничего не дает! это уже имея опыт учебы и зная что он ничего не дает. или же это просто попытка помочь поступить своим младшим братикам-сестричкам-друзьям-подругам, пытаясь отговорить потенциальных конкурентов участвовать в конкурсном отборе на бюджет. иначе я не могу объяснить поступление в кпи, который ровным счетом ничего не дает, младших родственников (ладно сам не разобрался и не знал - но теперь-то уж знаешь).",2019-03-25 17:36:41+02:00,0
194,good kpi,а чего никто не пишет о хорошем?  отопление так-то включили в 1 корпусе,2019-11-11 08:54:57+02:00,1
195,bad kpi,"о младших братьях и тд.
во первых, автор говорит так, как будто у него на руках четкая статистика родственников в кпи. 

во вторых, даже те кто возмущены неадекватностью учебного процесса обычно уважают кпишное комьюнити, а это уже иногда достаточно для того, чтобы из местных универов выбрать именно кпи. не смотря на кучу проблем.

хватит воспринимать в черно-белом, ребята.",2019-03-25 17:45:43+02:00,0
196,good kpi,в 21-ом корпусе тоже тепло,2019-11-11 08:56:15+02:00,1
197,bad kpi,"кпи или не кпи
я выучился в кпи и на всех курсах хватало трешака. на младших курсах были как преподы которых я уважаю и они помнят и здороваются со мной встречая в парке. бывали и такие, которые занимали абсолютно не свое место и что самое страшное - они не хотели ничего менять, учится и исправлять свои ошибки. и параллельно я слышал истории своих друзей и одноклассников как это учится не в кпи. были отличные отзывы, были и плохие. но лично для себя, чисто субьективно, я сделал вывод что во многих вузах страны ситуация гораздо хуже, как с преподавательским составом так и с материальной базой.  а потом я на пару дней попал в технический универ в польше. и то, что я увидел со стороны меня положительно поразило. да, возможно учат там не так хорошо как у нас но я этого не знаю. зато там есть новые корпуса, а советские не трескаются и не распадаются на куски. где в лабах есть хоть какое современное оборудование, где хоть и на деньги частных компаний но проводятся исследования, где в общажке живут по двое и в каждой комнате свой нормальный санузел.
возможно в каких-то частных вузах есть условия и по лучше, но я бы посоветовал младшим идти в кпи не потому что тут топовые преподы или офигенная материальная база, а потому что я думаю что тут лучше чем во многих универах о которых я слышал в украине, потому что тут есть ребята которые могут помочь и их не пофиг, потому что тут есть знакомства и возможности, которые очень помогут по жизни, потому что тут одни из лучших тусовок, потому что со всеми его недостатками я полюбил это место. да кпи не лучший универ в мире и ему нужно пройти много для того чтобы им стать. но он лучший для меня, и я думаю что он лучше для когото еще. для тех, кто спрашивая: ""где учился?"", услышав ""кпи"" - улыбается, и для тех кто помнит универ, помнит все эти истории, и хоть чуть-чуть желает вернутся в то время, когда учился в кпи.",2019-03-25 18:46:32+02:00,0
198,good kpi,"потому что это должно быть нормой, а не приятным сюрпризом",2019-11-11 09:12:20+02:00,0
199,bad kpi,"студент 👨‍🎓 3 курса фивт
кафедру указывать не буду, дабы не начался очередной бесполезный спор, кто читают, те поймут


к продолжению о базовых скилах. не могу говорить за весь кпи, но там где учусь я, дают больше чем базовые скилы. все больше и больше наша кафедра сотрудничает с ведущими ит 👨‍💻 компаниями, внедряя и совершенствуя новые технологии. у нас ведётся очень большое количество научных робот, начиная от микроконтроллеров, заканчивая построением архитектур современных систем. преподаватели часто проходят различные курсы, изучают, внедряют и рассказуют студентам о новых технологиях ит. лично, я считаю, что это просто замечательно. но вернёмся к базовым скилам, в универе вы их получили и что дальше?) вам предлагают бесплатно совершенствоваться, развиваться. делать что-то интересное для общества, творить науку. создана площадка для разработки систем и прочих продуктов. как говориться- берите и развивайтесь. а теперь вопрос ко всем кто меня читает, хоть кто-то согласился учавствовать в предложенных проектах?) я думаю, что нет, ибо большинство - ленивые, а остальные только анонимно и могут кричать как все плохо. все начинается с вас. так  поднимите свои места и прекратите ныть, что тут ничему не учат. участвуйте в научных работах, проектах и поднимайте скилл, я уверен, что на каждой кафедре и сфере такого добра полно.( в кпи учат!)",2019-03-25 19:13:12+02:00,1
200,good kpi,в семёрке теплота 😍😍😍,2019-11-11 09:14:53+02:00,1
